season,episode,character,lines,words
8,12,Angela,3,12
8,12,Cathy,3,17
8,12,Gabe,7,48
8,12,Ryan,10,81
8,12,Jessica,15,56
8,12,Darryl,7,60
8,12,Val,7,30
8,12,Toby,6,24
8,12,Kelly,5,47
8,12,All,2,6
8,12,Both,1,2
8,12,Phyllis,2,22
8,12,Kathy,1,4
8,13,Andy,41,470
8,13,Val,3,15
8,13,Erin,13,91
8,13,Jim,66,695
8,13,Phyllis,10,54
8,13,Dwight,47,584
8,13,Kevin,11,76
8,13,Darryl,11,104
8,13,Ryan,2,16
8,13,Oscar,23,193
8,13,Gabe,3,25
8,13,Meredith,1,13
8,13,Stanley,6,100
8,13,Toby,5,38
8,13,Angela,28,194
8,13,Ernesto,3,7
8,13,Nate,3,68
8,13,Creed,5,33
8,13,Pam,28,176
8,13,All,1,1
8,13,Cece,6,8
8,13,Kelly,2,21
8,13,Nurse,1,3
8,14,Jim,28,256
8,14,Pam,27,213
8,14,All,1,1
8,14,Andy,40,392
8,14,Phyllis,2,16
8,14,Stanley,5,64
8,14,Angela,8,114
8,14,Dwight,53,838
8,14,Kelly,7,60
8,14,Oscar,4,26
8,14,Group,2,3
8,14,Kevin,5,74
8,14,Erin,10,107
8,14,Darryl,19,124
8,14,Val,8,34
8,14,Nate,11,130
8,14,Kathy,2,33
8,14,Bob,4,45
8,14,Meredith,2,18
8,14,Ryan,10,165
8,14,Toby,2,15
8,15,Dwight,47,607
8,15,Erin,17,100
8,15,Stanley,12,102
8,15,Jim,28,251
8,15,Cathy,4,42
8,15,Saleswoman,1,4
8,15,Ryan,8,45
8,15,Andy,18,201
8,15,Creed,2,15
8,15,Darryl,4,80
8,15,Meredith,2,23
8,15,Oscar,1,9
8,15,Pam,10,87
8,15,Everyone,2,7
8,15,Kelly,3,35
8,15,Packer,14,124
8,15,Nellie,27,536
8,15,Paramedic,2,11
8,15,Kevin,1,19
8,16,Pam,13,127
8,16,Angela,8,35
8,16,Oscar,6,52
8,16,Angela/Pam,1,1
8,16,Nellie,24,245
8,16,Packer,9,62
8,16,Dwight,54,584
8,16,Jim,52,380
8,16,Cathy,27,220
8,16,Andy,17,188
8,16,Gabe,4,33
8,16,Ryan,17,126
8,16,Erin,18,137
8,16,Waitress,1,3
8,16,Kevin,4,25
8,16,Phyllis,4,30
8,16,Kelly,7,115
8,16,Darryl,13,81
8,16,Val,8,52
8,16,Brandon,12,82
8,16,Everyone,2,2
8,16,Stanley,5,25
8,17,Dwight,42,582
8,17,Ryan,17,258
8,17,Nellie,18,271
8,17,Jim,27,376
8,17,Cathy,3,14
8,17,Andy,22,300
8,17,Kevin,8,92
8,17,Kelly,9,111
8,17,Phyllis,2,18
8,17,Darryl,4,33
8,17,Meredith,3,20
8,17,Angela,9,46
8,17,Pam,10,74
8,17,Oscar,6,54
8,17,Man,1,2
8,17,Erin,5,57
8,17,Blogger,4,22
8,17,Toby,18,281
8,17,Creed,1,1
8,17,Everyone,1,2
8,17,Patty,1,1
8,17,Lady,5,54
8,17,Girl,4,22
8,17,Stanley,1,3
8,17,Crowd,2,2
8,17,Others,1,1
8,18,Andy,18,273
8,18,Everyone,1,4
8,18,Angela,3,17
8,18,Phyllis,5,29
8,18,Oscar,2,13
8,18,Creed,1,7
8,18,Dwight,37,373
8,18,Nellie,12,171
8,18,Jim,41,334
8,18,Darryl,22,233
8,18,Toby,15,131
8,18,Erin,12,97
8,18,Irene,6,60
8,18,Kevin,14,164
8,18,Gabe,1,13
8,18,Pam,7,71
8,18,Stanley,2,8
8,18,Kelly,3,73
8,18,Cathy,1,7
8,18,Ryan,2,9
8,19,Pam,14,131
8,19,Jim,34,261
8,19,Oscar,1,17
8,19,Kevin,7,49
8,19,Ryan,1,10
8,19,Dwight,16,121
8,19,Meredith,2,12
8,19,Darryl,7,15
8,19,Phyllis,3,17
8,19,Nellie,36,590
8,19,Toby,3,58
8,19,Erin,27,255
8,19,Alonzo,1,4
8,19,Robert,20,237
8,19,Andy,26,309
8,19,Irene,15,159
8,19,Glenn,4,24
8,19,Angela,1,17
8,19,Stanley,1,4
8,19,All,1,4
8,20,Pam,27,276
8,20,Jim,36,336
8,20,Phyllis,7,49
8,20,Oscar,11,109
8,20,Angela,8,82
8,20,Dwight,22,199
8,20,Gabe,2,12
8,20,Robert,18,204
8,20,Nellie,21,363
8,20,Kevin,2,6
8,20,Stanley,1,3
8,20,Andy,44,526
8,20,Erin,22,144
8,20,Lauren,11,96
8,20,Jessica,13,101
8,20,Megan,7,50
8,20,Darryl,1,28
8,20,Ryan,3,22
8,20,All,3,8
8,20,Kenny,5,20
8,20,Creed,1,6
8,20,Magician,10,172
8,20,Woman,1,2
8,20,Various,1,4
8,20,Hank,4,33
8,21,Darryl,4,45
8,21,Phyllis,5,35
8,21,Oscar,6,47
8,21,Pam,25,251
8,21,Jim,16,105
8,21,Andy,46,496
8,21,Erin,21,146
8,21,Kevin,8,52
8,21,Nellie,30,224
8,21,Ravi,1,38
8,21,Kelly,10,80
8,21,Ryan,25,385
8,21,Robert,14,178
8,21,Angela,6,19
8,21,Dwight,11,106
8,21,Creed,2,14
8,21,All,1,1
8,21,Gabe,4,57
8,21,Stanley,1,2
8,21,Toby,1,11
8,21,Nate,1,32
8,21,Wrangler,2,11
8,22,Ryan,15,198
8,22,Pam,22,166
8,22,Jim,22,189
8,22,Nellie,11,110
8,22,Dwight,11,157
8,22,Oscar,12,114
8,22,Darryl,13,72
8,22,Robert,13,189
8,22,Erin,7,73
8,22,Phyllis,1,11
8,22,Andy,34,460
8,22,Angela,2,18
8,22,Kevin,13,201
8,22,Creed,1,8
8,22,Senator,5,53
8,22,Meredith,1,5
8,22,Stanley,1,7
8,22,Waiter,2,10
8,22,David,4,49
8,22,Speaker,6,100
8,22,Vet,6,109
8,23,Gabe,9,115
8,23,Dwight,51,419
8,23,Jim,44,301
8,23,All,1,3
8,23,Robert,30,293
8,23,Andy,24,316
8,23,Erin,7,45
8,23,Stanley,1,5
8,23,Phyllis,1,12
8,23,Oscar,1,4
8,23,Nellie,13,141
8,23,Pam,22,134
8,23,Harry,25,283
8,23,Toby,5,46
8,23,Receptionist,4,22
8,23,Angela:,1,15
8,23,Phone,4,83
8,23,David,3,29
8,24,Oscar,10,122
8,24,Phyllis,5,22
8,24,Dwight,20,173
8,24,Kelly,4,50
8,24,Pam,22,113
8,24,Robert,14,252
8,24,Kevin,2,16
8,24,Jake,1,5
8,24,Angela,15,82
8,24,Darryl,12,142
8,24,Hide,2,6
8,24,Calvin,3,18
8,24,Andy,40,413
8,24,Jim,28,161
8,24,Gabe,2,10
8,24,Nellie,16,97
8,24,Creed,1,9
8,24,Photographer,2,8
8,24,Erin,8,96
8,24,Brandon,5,53
8,24,Val,4,9
8,24,Toby,4,41
8,24,Others,1,1
8,24,David,16,158
8,24,Stanley,1,6
8,24,Mose,2,7
8,24,Meredith,1,4
9,01,Doctor,1,11
9,01,Pam,17,139
9,01,Jim,14,132
9,01,Toby,7,100
9,01,Kelly,1,4
9,01,Off-camera,2,13
9,01,Clark,20,151
9,01,Stanley,2,15
9,01,Nellie,9,65
9,01,Meredith,2,11
9,01,Erin,1,17
9,01,Andy,25,326
9,01,Pete,11,67
9,01,Darryl,3,23
9,01,Dwight,31,288
9,01,Angela,13,159
9,01,Kevin,3,16
9,01,Oscar,6,31
9,01,David,1,10
9,01,Rafe,1,1
9,02,Kevin,9,69
9,02,Pam,27,326
9,02,Erin,28,241
9,02,Andy,30,283
9,02,Creed,2,17
9,02,Jim,31,226
9,02,Pete,10,84
9,02,Clark,20,268
9,02,Nellie,29,269
9,02,Roy,10,145
9,02,Darryl,8,60
9,02,Server,2,9
9,02,Stanley,1,3
9,02,Angela,6,51
9,02,Toby,5,28
9,02,Dwight,24,166
9,02,Kenny,1,16
9,02,Oscar,5,53
9,02,Phyllis,1,6
9,02,Meredith,1,15
9,03,Dwight,18,148
9,03,Voicemail,2,9
9,03,Pam,27,270
9,03,Erin,19,101
9,03,Darryl,27,205
9,03,Nellie,27,367
9,03,Andy,35,560
9,03,Pete,4,26
9,03,Clark,2,20
9,03,Jim,16,158
9,03,Oscar,7,103
9,03,Phyllis,3,33
9,03,Angela,2,8
9,03,Kevin,3,13
9,03,Meredith,1,6
9,04,Andy,40,434
9,04,Group,18,45
9,04,Kevin,15,102
9,04,Oscar,14,98
9,04,Dwight,33,452
9,04,Jim,54,524
9,04,Darryl,10,44
9,04,Phyllis,5,19
9,04,Stanley,10,59
9,04,Toby,2,14
9,04,Pam,27,170
9,04,Nellie,21,141
9,04,Meredith,5,27
9,04,Clark,11,50
9,04,Creed,2,8
9,04,Angela,3,25
9,04,Pete,2,8
9,04,Erin,8,93
9,05,Erin,21,151
9,05,Dwight,28,337
9,05,Jim,34,296
9,05,Pam,29,202
9,05,Andy,41,492
9,05,Angela,6,82
9,05,HCT,13,14
9,05,Darryl,6,41
9,05,Stanley,2,18
9,05,Clark,4,38
9,05,Meredith,5,31
9,05,Nellie,18,132
9,05,Pete,1,10
9,05,Oscar,3,16
9,05,Toby,5,19
9,05,All,1,1
9,05,Kevin,1,9
9,06,Andy,43,466
9,06,White,1,8
9,06,Pam,10,152
9,06,Jim,8,76
9,06,Oscar,19,152
9,06,Kevin,17,159
9,06,Creed,1,7
9,06,Meredith,3,37
9,06,Dwight,25,276
9,06,Darryl,4,34
9,06,Angela,11,105
9,06,Erin,37,295
9,06,Nellie,14,278
9,06,Pete,9,72
9,06,Toby,8,77
9,06,All,1,7
9,07,Andy,7,109
9,07,Everyone,2,2
9,07,Pam,42,393
9,07,Phyllis,13,155
9,07,Darryl,2,16
9,07,Erin,15,114
9,07,Dwight,49,570
9,07,David,6,84
9,07,Jim,19,173
9,07,Nellie,5,104
9,07,Meredith,4,28
9,07,Creed,1,3
9,07,Pete,9,53
9,07,Angela,20,190
9,07,Oscar,16,145
9,07,Kevin,1,6
9,07,Hank,2,8
9,07,Secretary,2,15
9,07,Jan,22,194
9,07,Molly,3,59
9,07,Clark,2,12
9,07,Colin,4,35
9,08,Oscar,18,170
9,08,Angela,50,388
9,08,Dwight,50,556
9,08,Pam,16,239
9,08,Meredith,8,37
9,08,Jim,25,294
9,08,David,3,37
9,08,Stanley,14,77
9,08,Kevin,14,95
9,08,Pete,18,195
9,08,Darryl,5,28
9,08,Trevor,20,185
9,08,Hide,3,11
9,08,Erin,5,52
9,08,Everyone,8,10
9,08,Creed,3,24
9,08,Waiter,2,11
9,08,Nellie,9,59
9,08,Phyllis,8,74
9,08,Toby,8,40
9,09,Jim,54,454
9,09,Pam,32,237
9,09,Dwight,53,783
9,09,Erin,22,210
9,09,Angela,10,55
9,09,Nellie,10,59
9,09,Kevin,12,116
9,09,Phyllis,10,127
9,09,Meredith,5,43
9,09,Stanley,5,26
9,09,Pete,22,205
9,09,Darryl,13,63
9,09,Toby,8,91
9,09,Oscar,5,62
9,10,Kevin,9,50
9,10,Jim,19,195
9,10,Darryl,11,135
9,10,Erin,22,280
9,10,Pam,37,367
9,10,Worker,1,3
9,10,Val,11,57
9,10,Meredith,16,191
9,10,Angela,14,93
9,10,Dwight,13,196
9,10,Oscar,9,34
9,10,Phyllis,8,58
9,10,Nellie,8,201
9,10,Stanley,3,21
9,10,Creed,3,25
9,10,Julius,7,61
9,10,Pete,5,34
9,10,Helene,2,41
9,10,Both,1,41
9,11,Dwight,35,520
9,11,Jim,16,213
9,11,Phyllis,6,24
9,11,Nellie,8,72
9,11,Darryl,16,200
9,11,Pam,19,254
9,11,Erin,7,107
9,11,Clark,32,374
9,11,Meredith,6,42
9,11,Oscar,18,138
9,11,Kevin,19,112
9,11,Pete,2,14
9,11,Angela,10,40
9,11,Everyone,1,5
9,11,Dennis,3,17
9,11,Wade,1,1
9,11,Stanley,2,26
9,11,Creed,2,8
9,12,Pam,40,437
9,12,Kevin,8,60
9,12,Dwight,36,449
9,12,Angela,5,58
9,12,Pete,11,82
9,12,Oscar,6,44
9,12,All,3,3
9,12,Nellie,20,239
9,12,Erin,14,156
9,12,Jim,27,430
9,12,Co-worker,3,33
9,12,Darryl,20,191
9,12,Cece,3,7
9,12,Phyllis,3,51
9,12,Clark,1,15
9,12,Stanley,1,7
9,12,Creed,2,6
9,12,Ballerinas,2,6
9,12,Audience,2,2
9,12,Meredith,2,14
9,12,Investor,1,10
9,12,Lonnie,2,15
9,12,Toby,5,62
9,12,Brian,5,39
9,12,Cameraman,1,1
9,12,Guy,3,31
9,13,Pam,21,123
9,13,Brian,7,62
9,13,Erin,2,8
9,13,Meredith,3,21
9,13,Clark,31,271
9,13,Dwight,67,784
9,13,Jim,39,505
9,13,Rolf,10,117
9,13,Trevor,8,99
9,13,Oscar,2,47
9,13,Darryl,1,5
9,13,Kevin,1,8
9,13,Mose,4,10
9,13,Gabor,2,16
9,13,Nate,2,63
9,13,Zeke,2,38
9,13,Melvina,4,58
9,13,Angela,1,19
9,13,Stanley,1,22
9,13,Nellie,3,45
9,13,Hide,3,43
9,13,Wolf,10,102
9,14,Nellie,8,81
9,14,Erin,6,41
9,14,Darryl,31,235
9,14,Angela,11,133
9,14,Kevin,5,86
9,14,Oscar,10,85
9,14,Jim,27,251
9,14,Pam,51,574
9,14,Dwight,31,398
9,14,Meredith,1,25
9,14,Creed,1,8
9,14,Phyllis,1,5
9,14,Frank,8,77
9,14,Glenn,1,5
9,14,Val,1,16
9,14,Nate,3,39
9,14,Senator,7,58
9,14,Toby,2,13
9,14,Clark,4,40
9,14,Brian,6,80
9,15,Pam,25,190
9,15,Jim,23,304
9,15,Erin,20,171
9,15,Pete,6,33
9,15,Dwight,27,242
9,15,Kevin,5,42
9,15,Nellie,6,111
9,15,Meredith,2,44
9,15,Phyllis,6,84
9,15,Stanley,1,16
9,15,Angela,4,56
9,15,Clark,8,103
9,15,Oscar,7,78
9,15,Darryl,1,16
9,15,Brian,9,153
9,15,Andy,54,673
9,15,Jan,8,72
9,16,Andy,74,932
9,16,David,15,62
9,16,Erin,31,245
9,16,Pam,47,362
9,16,Stanley,5,32
9,16,Phyllis,9,49
9,16,Dwight,42,481
9,16,Angela,39,210
9,16,Pete,37,254
9,16,Clark,8,50
9,16,Shirley,14,88
9,16,Oscar,6,104
9,16,Creed,3,15
9,16,Meredith,7,43
9,16,Darryl,5,45
9,16,Kevin,4,19
9,16,Jim,26,233
9,16,Isaac,3,22
9,16,Toby,12,143
9,16,Mark,17,494
9,16,Nellie,5,41
9,16,Roger,1,4
9,16,Alice,18,171
9,16,Gabe,19,228
9,17,Dwight,42,388
9,17,Erin,4,15
9,17,Pam,20,203
9,17,Jim,6,39
9,17,Phyllis,7,88
9,17,Kevin,11,68
9,17,Oscar,9,59
9,17,Mose,3,10
9,17,Zeke,7,36
9,17,Clark,5,45
9,17,Jeb,9,90
9,17,Fannie,14,104
9,17,Henry,3,35
9,17,Esther,2,15
9,17,Stanley,2,31
9,17,Nellie,2,24
9,17,Angela,7,29
9,17,Andy,5,64
9,17,Meredith,3,15
9,17,Cameron,8,47
9,17,Darryl,1,10
9,18,Pam,38,402
9,18,Clark,23,198
9,18,Dwight,36,389
9,18,Phyllis,6,31
9,18,Darryl,12,68
9,18,Meredith,2,30
9,18,Andy,7,71
9,18,Angela,25,227
9,18,Toby,2,56
9,18,Group,3,3
9,18,Oscar,26,165
9,18,Jim,28,208
9,18,Kevin,6,47
9,18,Erin,3,39
9,18,Nellie,4,46
9,18,Stanley,3,37
9,18,Pete,2,20
9,18,Salesmen,1,13
9,18,Brian,22,155
9,18,Esther,6,97
9,18,Senator,1,10
9,19,Stanley,19,162
9,19,Erin,6,62
9,19,Andy,24,367
9,19,Oscar,5,31
9,19,Phyllis,5,24
9,19,Dwight,50,641
9,19,Everyone,2,3
9,19,Nellie,11,99
9,19,Pam,4,29
9,19,Jim,11,122
9,19,Toby,13,139
9,19,Clark,35,209
9,19,Angela,2,21
9,19,Robert,7,154
9,19,Meredith,2,14
9,19,Kevin,5,54
9,19,Crowd,2,2
9,19,Pete,1,2
9,19,Creed,2,8
9,19,Man,3,14
9,19,Carla,7,77
9,19,Andy:,1,4
9,19,Todd,2,6
9,20,Erin,11,129
9,20,Toby,7,40
9,20,Clark,6,78
9,20,Pam,16,196
9,20,Andy,32,426
9,20,Darryl,8,69
9,20,Jim,15,222
9,20,Stanley,1,3
9,20,Oscar,2,14
9,20,Nellie,16,199
9,20,Robert,2,18
9,20,Dwight,17,141
9,20,Angela,10,55
9,20,Group,2,2
9,20,Phillip,1,1
9,20,Woman,3,35
9,20,Kevin,8,44
9,20,Director,12,104
9,20,Producer,5,41
9,20,Pete,3,12
9,20,Esther,5,73
9,20,Creed,1,18
9,21,Jim,55,466
9,21,Pam,29,142
9,21,Andy,56,790
9,21,Oscar,17,174
9,21,Angela,27,336
9,21,Kevin,10,88
9,21,Dwight,46,450
9,21,Erin,6,79
9,21,Clark,8,164
9,21,Pete,5,46
9,21,Darryl,11,130
9,21,Sensei,11,132
9,21,Nellie,5,117
9,21,Meredith,1,15
9,21,Creed,1,7
9,21,Phyllis,3,22
9,21,Toby,7,28
9,21,Stanley,2,18
9,22,Erin,20,157
9,22,Dwight,70,854
9,22,Philip,1,1
9,22,Oscar,24,205
9,22,Esther,3,23
9,22,Andy,39,504
9,22,Jim,79,922
9,22,Pam,31,206
9,22,Everyone,1,7
9,22,Angela,34,233
9,22,Casey,19,108
9,22,Kevin,25,150
9,22,Pete,4,11
9,22,Darryl,24,196
9,22,Glenn,1,7
9,22,Meredith,8,54
9,22,Clark,5,61
9,22,Soldier,1,21
9,22,Hank,1,2
9,22,Phyllis,6,43
9,22,Stanley,3,25
9,22,Phillip,3,3
9,22,Santigold,4,26
9,22,Creed,2,37
9,22,Bartender,4,25
9,23,Dwight,65,785
9,23,Man,3,18
9,23,Kevin,25,158
9,23,Stanley,4,35
9,23,Meredith,13,82
9,23,Pam,37,693
9,23,All,10,33
9,23,Oscar,12,84
9,23,Jim,54,481
9,23,Toby,9,49
9,23,Crowd,1,2
9,23,Angela,19,214
9,23,Phyllis,12,60
9,23,Malcolm,3,28
9,23,Zeke,1,4
9,23,Clark,3,23
9,23,Andy,22,261
9,23,Dakota,3,29
9,23,Nellie,5,57
9,23,Darryl,16,126
9,23,Guy,2,13
9,23,Rachel,3,19
9,23,Stripper,5,36
9,23,Erin,9,79
9,23,Jakey,4,18
9,23,Mose,2,10
9,23,Joan,5,58
9,23,Ed,2,15
9,23,Usher,1,4
9,23,Creed,2,17
9,23,Kelly,11,132
9,23,Ravi,6,61
9,23,Ryan,12,126
9,23,Minister,2,42
9,23,Val,3,21
9,23,Pete,1,5
9,23,Carol,1,8
9,23,Buyer,2,11
9,23,Woman,1,6
